,zip,AQI,Category,DateObserved,Latitude,Longitude,ParameterName,ReportingArea,StateCode
627,94497,44,Good,2017-10-13 ,37.48,-122.22,OZONE,Redwood City,CA
628,94497,152,Unhealthy,2017-10-13 ,37.48,-122.22,PM2.5,Redwood City,CA
629,95172,43,Good,2017-10-14 ,37.33,-121.9,OZONE,San Jose,CA
630,95172,84,Moderate,2017-10-14 ,37.33,-121.9,PM2.5,San Jose,CA
631,95150,67,Moderate,2017-10-15 ,37.33,-121.9,OZONE,San Jose,CA
632,95150,40,Good,2017-10-15 ,37.33,-121.9,PM2.5,San Jose,CA
633,94014,31,Good,2017-10-15 ,37.75,-122.43,OZONE,San Francisco,CA
634,94014,40,Good,2017-10-15 ,37.75,-122.43,PM2.5,San Francisco,CA
635,94107,34,Good,2017-10-09 ,37.75,-122.43,OZONE,San Francisco,CA
636,94107,100,Moderate,2017-10-09 ,37.75,-122.43,PM2.5,San Francisco,CA
637,94544,44,Good,2017-10-10 ,37.55,-122.03,OZONE,Fremont,CA
638,94537,34,Good,2017-10-11 ,37.55,-122.03,OZONE,Fremont,CA
639,94537,126,Unhealthy for Sensitive Groups,2017-10-11 ,37.55,-122.03,PM2.5,Fremont,CA
640,94923,34,Good,2017-10-12 ,38.45,-122.7,OZONE,Santa Rosa,CA
641,94923,67,Moderate,2017-10-12 ,38.45,-122.7,PM2.5,Santa Rosa,CA
642,94141,27,Good,2017-10-13 ,37.75,-122.43,OZONE,San Francisco,CA
643,94141,98,Moderate,2017-10-13 ,37.75,-122.43,PM2.5,San Francisco,CA
644,95472,43,Good,2017-10-14 ,38.45,-122.7,OZONE,Santa Rosa,CA
645,95472,64,Moderate,2017-10-14 ,38.45,-122.7,PM2.5,Santa Rosa,CA
646,94134,31,Good,2017-10-15 ,37.75,-122.43,OZONE,San Francisco,CA
647,94134,40,Good,2017-10-15 ,37.75,-122.43,PM2.5,San Francisco,CA
648,94933,43,Good,2017-10-15 ,37.97,-122.52,OZONE,San Rafael,CA
649,94933,41,Good,2017-10-15 ,37.97,-122.52,PM2.5,San Rafael,CA
650,94060,40,Good,2017-10-09 ,37.48,-122.22,OZONE,Redwood City,CA
651,94956,61,Moderate,2017-10-10 ,37.97,-122.52,OZONE,San Rafael,CA
652,94956,156,Unhealthy,2017-10-10 ,37.97,-122.52,PM2.5,San Rafael,CA
653,94588,43,Good,2017-10-11 ,37.68,-121.77,OZONE,Livermore,CA
654,94588,106,Unhealthy for Sensitive Groups,2017-10-11 ,37.68,-121.77,PM2.5,Livermore,CA
655,94039,47,Good,2017-10-12 ,37.48,-122.22,OZONE,Redwood City,CA
656,94039,154,Unhealthy,2017-10-12 ,37.48,-122.22,PM2.5,Redwood City,CA
657,94568,41,Good,2017-10-13 ,37.68,-121.77,OZONE,Livermore,CA
658,94568,73,Moderate,2017-10-13 ,37.68,-121.77,PM2.5,Livermore,CA
659,94558,44,Good,2017-10-14 ,38.33,-122.28,OZONE,Napa,CA
660,94558,109,Unhealthy for Sensitive Groups,2017-10-14 ,38.33,-122.28,PM2.5,Napa,CA
661,94708,49,Good,2017-10-15 ,37.8,-122.27,OZONE,Oakland,CA
662,94708,53,Moderate,2017-10-15 ,37.8,-122.27,PM2.5,Oakland,CA
663,95128,67,Moderate,2017-10-15 ,37.33,-121.9,OZONE,San Jose,CA
664,95128,40,Good,2017-10-15 ,37.33,-121.9,PM2.5,San Jose,CA
665,94140,34,Good,2017-10-09 ,37.75,-122.43,OZONE,San Francisco,CA
666,94140,100,Moderate,2017-10-09 ,37.75,-122.43,PM2.5,San Francisco,CA
667,95618,51,Moderate,2017-10-10 ,38.5448,-121.7411,OZONE,Davis,CA
668,95618,153,Unhealthy,2017-10-10 ,38.5448,-121.7411,PM2.5,Davis,CA
669,94705,40,Good,2017-10-12 ,37.8,-122.27,OZONE,Oakland,CA
670,94705,152,Unhealthy,2017-10-12 ,37.8,-122.27,PM2.5,Oakland,CA
671,94929,40,Good,2017-10-13 ,37.97,-122.52,OZONE,San Rafael,CA
672,94929,111,Unhealthy for Sensitive Groups,2017-10-13 ,37.97,-122.52,PM2.5,San Rafael,CA
673,95110,43,Good,2017-10-14 ,37.33,-121.9,OZONE,San Jose,CA
674,95110,84,Moderate,2017-10-14 ,37.33,-121.9,PM2.5,San Jose,CA
675,95461,49,Good,2017-10-15 ,38.45,-122.7,OZONE,Santa Rosa,CA
676,95461,67,Moderate,2017-10-15 ,38.45,-122.7,PM2.5,Santa Rosa,CA
677,94531,54,Moderate,2017-10-15 ,37.97,-122.03,OZONE,Concord,CA
678,94531,55,Moderate,2017-10-15 ,37.97,-122.03,PM2.5,Concord,CA
679,94074,40,Good,2017-10-09 ,37.48,-122.22,OZONE,Redwood City,CA
680,94510,71,Moderate,2017-10-10 ,38.25,-122.04,OZONE,Fairfield,CA
681,94510,160,Unhealthy,2017-10-10 ,38.25,-122.04,PM2.5,Fairfield,CA
682,95476,39,Good,2017-10-11 ,38.45,-122.7,OZONE,Santa Rosa,CA
683,95476,80,Moderate,2017-10-11 ,38.45,-122.7,PM2.5,Santa Rosa,CA
684,94558,44,Good,2017-10-12 ,38.33,-122.28,OZONE,Napa,CA
685,94558,175,Unhealthy,2017-10-12 ,38.33,-122.28,PM2.5,Napa,CA
686,95139,61,Moderate,2017-10-13 ,37.33,-121.9,OZONE,San Jose,CA
687,95139,136,Unhealthy for Sensitive Groups,2017-10-13 ,37.33,-121.9,PM2.5,San Jose,CA
688,94126,31,Good,2017-10-14 ,37.75,-122.43,OZONE,San Francisco,CA
689,94126,69,Moderate,2017-10-14 ,37.75,-122.43,PM2.5,San Francisco,CA
690,95155,67,Moderate,2017-10-15 ,37.33,-121.9,OZONE,San Jose,CA
691,95155,40,Good,2017-10-15 ,37.33,-121.9,PM2.5,San Jose,CA
692,94546,71,Moderate,2017-10-15 ,37.55,-122.03,OZONE,Fremont,CA
693,94546,40,Good,2017-10-15 ,37.55,-122.03,PM2.5,Fremont,CA
694,94523,47,Good,2017-10-09 ,37.97,-122.03,OZONE,Concord,CA
695,94523,71,Moderate,2017-10-09 ,37.97,-122.03,PM2.5,Concord,CA
696,95071,44,Good,2017-10-10 ,37.33,-121.9,OZONE,San Jose,CA
697,95071,57,Moderate,2017-10-10 ,37.33,-121.9,PM2.5,San Jose,CA
698,94971,31,Good,2017-10-11 ,37.97,-122.52,OZONE,San Rafael,CA
699,94971,87,Moderate,2017-10-11 ,37.97,-122.52,PM2.5,San Rafael,CA
700,94131,27,Good,2017-10-12 ,37.75,-122.43,OZONE,San Francisco,CA
701,94131,136,Unhealthy for Sensitive Groups,2017-10-12 ,37.75,-122.43,PM2.5,San Francisco,CA
702,94021,44,Good,2017-10-13 ,37.48,-122.22,OZONE,Redwood City,CA
703,94021,152,Unhealthy,2017-10-13 ,37.48,-122.22,PM2.5,Redwood City,CA
704,95620,40,Good,2017-10-14 ,38.3525,-121.9617,OZONE,Vacaville,CA
705,95620,11,Good,2017-10-14 ,38.3525,-121.9617,PM2.5,Vacaville,CA
706,94043,58,Moderate,2017-10-15 ,37.48,-122.22,OZONE,Redwood City,CA
707,94043,40,Good,2017-10-15 ,37.48,-122.22,PM2.5,Redwood City,CA
708,94528,54,Moderate,2017-10-15 ,37.97,-122.03,OZONE,Concord,CA
709,94528,55,Moderate,2017-10-15 ,37.97,-122.03,PM2.5,Concord,CA
710,95035,54,Moderate,2017-10-09 ,37.33,-121.9,OZONE,San Jose,CA
711,95035,47,Good,2017-10-09 ,37.33,-121.9,PM2.5,San Jose,CA
712,94558,64,Moderate,2017-10-10 ,38.33,-122.28,OZONE,Napa,CA
713,94558,221,Very Unhealthy,2017-10-10 ,38.33,-122.28,PM2.5,Napa,CA
714,94159,20,Good,2017-10-11 ,37.75,-122.43,OZONE,San Francisco,CA
715,94159,78,Moderate,2017-10-11 ,37.75,-122.43,PM2.5,San Francisco,CA
716,94128,27,Good,2017-10-12 ,37.75,-122.43,OZONE,San Francisco,CA
717,94128,136,Unhealthy for Sensitive Groups,2017-10-12 ,37.75,-122.43,PM2.5,San Francisco,CA
718,94951,43,Good,2017-10-13 ,38.45,-122.7,OZONE,Santa Rosa,CA
719,94951,96,Moderate,2017-10-13 ,38.45,-122.7,PM2.5,Santa Rosa,CA
720,94619,37,Good,2017-10-14 ,37.8,-122.27,OZONE,Oakland,CA
721,94619,84,Moderate,2017-10-14 ,37.8,-122.27,PM2.5,Oakland,CA
722,95153,67,Moderate,2017-10-15 ,37.33,-121.9,OZONE,San Jose,CA
723,95153,40,Good,2017-10-15 ,37.33,-121.9,PM2.5,San Jose,CA
724,95130,67,Moderate,2017-10-15 ,37.33,-121.9,OZONE,San Jose,CA
725,95130,40,Good,2017-10-15 ,37.33,-121.9,PM2.5,San Jose,CA
726,94112,34,Good,2017-10-09 ,37.75,-122.43,OZONE,San Francisco,CA
727,94112,100,Moderate,2017-10-09 ,37.75,-122.43,PM2.5,San Francisco,CA
728,94130,28,Good,2017-10-10 ,37.75,-122.43,OZONE,San Francisco,CA
729,94130,127,Unhealthy for Sensitive Groups,2017-10-10 ,37.75,-122.43,PM2.5,San Francisco,CA
730,94005,20,Good,2017-10-11 ,37.75,-122.43,OZONE,San Francisco,CA
731,94005,78,Moderate,2017-10-11 ,37.75,-122.43,PM2.5,San Francisco,CA
732,94901,40,Good,2017-10-13 ,37.97,-122.52,OZONE,San Rafael,CA
733,94901,111,Unhealthy for Sensitive Groups,2017-10-13 ,37.97,-122.52,PM2.5,San Rafael,CA
734,94939,44,Good,2017-10-14 ,37.97,-122.52,OZONE,San Rafael,CA
735,94939,80,Moderate,2017-10-14 ,37.97,-122.52,PM2.5,San Rafael,CA
736,94514,74,Moderate,2017-10-15 ,37.68,-121.77,OZONE,Livermore,CA
737,94514,40,Good,2017-10-15 ,37.68,-121.77,PM2.5,Livermore,CA
738,94804,43,Good,2017-10-09 ,37.97,-122.52,OZONE,San Rafael,CA
739,94804,161,Unhealthy,2017-10-09 ,37.97,-122.52,PM2.5,San Rafael,CA
740,94526,61,Moderate,2017-10-10 ,37.97,-122.03,OZONE,Concord,CA
741,94526,81,Moderate,2017-10-10 ,37.97,-122.03,PM2.5,Concord,CA
742,94064,31,Good,2017-10-11 ,37.48,-122.22,OZONE,Redwood City,CA
743,94064,126,Unhealthy for Sensitive Groups,2017-10-11 ,37.48,-122.22,PM2.5,Redwood City,CA
744,94403,47,Good,2017-10-12 ,37.48,-122.22,OZONE,Redwood City,CA
745,94403,154,Unhealthy,2017-10-12 ,37.48,-122.22,PM2.5,Redwood City,CA
746,95192,61,Moderate,2017-10-13 ,37.33,-121.9,OZONE,San Jose,CA
747,95192,136,Unhealthy for Sensitive Groups,2017-10-13 ,37.33,-121.9,PM2.5,San Jose,CA
748,94707,37,Good,2017-10-14 ,37.8,-122.27,OZONE,Oakland,CA
749,94707,84,Moderate,2017-10-14 ,37.8,-122.27,PM2.5,Oakland,CA
750,94548,56,Moderate,2017-10-15 ,38.2183,-121.77,PM2.5,Rio Vista,CA
751,94535,64,Moderate,2017-10-15 ,38.25,-122.04,OZONE,Fairfield,CA
752,94535,44,Good,2017-10-15 ,38.25,-122.04,PM2.5,Fairfield,CA
753,95135,54,Moderate,2017-10-09 ,37.33,-121.9,OZONE,San Jose,CA
754,95135,47,Good,2017-10-09 ,37.33,-121.9,PM2.5,San Jose,CA
755,94581,64,Moderate,2017-10-10 ,38.33,-122.28,OZONE,Napa,CA
756,94581,221,Very Unhealthy,2017-10-10 ,38.33,-122.28,PM2.5,Napa,CA
757,95159,54,Moderate,2017-10-11 ,37.33,-121.9,OZONE,San Jose,CA
758,95159,114,Unhealthy for Sensitive Groups,2017-10-11 ,37.33,-121.9,PM2.5,San Jose,CA
759,94514,40,Good,2017-10-12 ,37.68,-121.77,OZONE,Livermore,CA
760,94514,96,Moderate,2017-10-12 ,37.68,-121.77,PM2.5,Livermore,CA
761,95141,61,Moderate,2017-10-13 ,37.33,-121.9,OZONE,San Jose,CA
762,95141,136,Unhealthy for Sensitive Groups,2017-10-13 ,37.33,-121.9,PM2.5,San Jose,CA
763,94954,43,Good,2017-10-14 ,38.45,-122.7,OZONE,Santa Rosa,CA
764,94954,64,Moderate,2017-10-14 ,38.45,-122.7,PM2.5,Santa Rosa,CA
765,94086,67,Moderate,2017-10-15 ,37.33,-121.9,OZONE,San Jose,CA
766,94086,40,Good,2017-10-15 ,37.33,-121.9,PM2.5,San Jose,CA
767,95471,49,Good,2017-10-15 ,38.45,-122.7,OZONE,Santa Rosa,CA
768,95471,67,Moderate,2017-10-15 ,38.45,-122.7,PM2.5,Santa Rosa,CA
769,94577,41,Good,2017-10-09 ,37.8,-122.27,OZONE,Oakland,CA
770,94577,87,Moderate,2017-10-09 ,37.8,-122.27,PM2.5,Oakland,CA
771,94614,42,Good,2017-10-10 ,37.8,-122.27,OZONE,Oakland,CA
772,94614,116,Unhealthy for Sensitive Groups,2017-10-10 ,37.8,-122.27,PM2.5,Oakland,CA
773,94915,31,Good,2017-10-11 ,37.97,-122.52,OZONE,San Rafael,CA
774,94915,87,Moderate,2017-10-11 ,37.97,-122.52,PM2.5,San Rafael,CA
775,94611,40,Good,2017-10-12 ,37.8,-122.27,OZONE,Oakland,CA
776,94611,152,Unhealthy,2017-10-12 ,37.8,-122.27,PM2.5,Oakland,CA
777,95134,61,Moderate,2017-10-13 ,37.33,-121.9,OZONE,San Jose,CA
778,95134,136,Unhealthy for Sensitive Groups,2017-10-13 ,37.33,-121.9,PM2.5,San Jose,CA
779,94605,37,Good,2017-10-14 ,37.8,-122.27,OZONE,Oakland,CA
780,94605,84,Moderate,2017-10-14 ,37.8,-122.27,PM2.5,Oakland,CA
781,95070,67,Moderate,2017-10-15 ,37.33,-121.9,OZONE,San Jose,CA
782,95070,40,Good,2017-10-15 ,37.33,-121.9,PM2.5,San Jose,CA
783,94063,58,Moderate,2017-10-15 ,37.48,-122.22,OZONE,Redwood City,CA
784,94063,40,Good,2017-10-15 ,37.48,-122.22,PM2.5,Redwood City,CA
785,95170,54,Moderate,2017-10-09 ,37.33,-121.9,OZONE,San Jose,CA
786,95170,47,Good,2017-10-09 ,37.33,-121.9,PM2.5,San Jose,CA
787,94623,42,Good,2017-10-10 ,37.8,-122.27,OZONE,Oakland,CA
788,94623,116,Unhealthy for Sensitive Groups,2017-10-10 ,37.8,-122.27,PM2.5,Oakland,CA
789,95461,39,Good,2017-10-11 ,38.45,-122.7,OZONE,Santa Rosa,CA
790,95461,80,Moderate,2017-10-11 ,38.45,-122.7,PM2.5,Santa Rosa,CA
791,94028,47,Good,2017-10-12 ,37.48,-122.22,OZONE,Redwood City,CA
792,94028,154,Unhealthy,2017-10-12 ,37.48,-122.22,PM2.5,Redwood City,CA
793,94806,40,Good,2017-10-13 ,37.97,-122.52,OZONE,San Rafael,CA
794,94806,111,Unhealthy for Sensitive Groups,2017-10-13 ,37.97,-122.52,PM2.5,San Rafael,CA
795,94513,38,Good,2017-10-14 ,37.68,-121.77,OZONE,Livermore,CA
796,94513,36,Good,2017-10-14 ,37.68,-121.77,PM2.5,Livermore,CA
797,94978,43,Good,2017-10-15 ,37.97,-122.52,OZONE,San Rafael,CA
798,94978,41,Good,2017-10-15 ,37.97,-122.52,PM2.5,San Rafael,CA
799,95111,67,Moderate,2017-10-15 ,37.33,-121.9,OZONE,San Jose,CA
800,95111,40,Good,2017-10-15 ,37.33,-121.9,PM2.5,San Jose,CA
801,95008,54,Moderate,2017-10-09 ,37.33,-121.9,OZONE,San Jose,CA
802,95008,47,Good,2017-10-09 ,37.33,-121.9,PM2.5,San Jose,CA
803,94511,75,Moderate,2017-10-10 ,38.2183,-121.77,PM2.5,Rio Vista,CA
804,94607,31,Good,2017-10-11 ,37.8,-122.27,OZONE,Oakland,CA
805,94607,124,Unhealthy for Sensitive Groups,2017-10-11 ,37.8,-122.27,PM2.5,Oakland,CA
806,94802,35,Good,2017-10-12 ,37.97,-122.52,OZONE,San Rafael,CA
807,94802,151,Unhealthy,2017-10-12 ,37.97,-122.52,PM2.5,San Rafael,CA
808,94979,40,Good,2017-10-13 ,37.97,-122.52,OZONE,San Rafael,CA
809,94979,111,Unhealthy for Sensitive Groups,2017-10-13 ,37.97,-122.52,PM2.5,San Rafael,CA
810,94963,44,Good,2017-10-14 ,37.97,-122.52,OZONE,San Rafael,CA
811,94963,80,Moderate,2017-10-14 ,37.97,-122.52,PM2.5,San Rafael,CA
812,94568,74,Moderate,2017-10-15 ,37.68,-121.77,OZONE,Livermore,CA
813,94568,40,Good,2017-10-15 ,37.68,-121.77,PM2.5,Livermore,CA
814,95405,40,Good,2017-10-09 ,38.45,-122.7,OZONE,Santa Rosa,CA
815,95405,152,Unhealthy,2017-10-09 ,38.45,-122.7,PM2.5,Santa Rosa,CA
816,94303,35,Good,2017-10-10 ,37.48,-122.22,OZONE,Redwood City,CA
817,94509,47,Good,2017-10-11 ,38.25,-122.04,OZONE,Fairfield,CA
818,94509,156,Unhealthy,2017-10-11 ,38.25,-122.04,PM2.5,Fairfield,CA
819,94712,40,Good,2017-10-12 ,37.8,-122.27,OZONE,Oakland,CA
820,94712,152,Unhealthy,2017-10-12 ,37.8,-122.27,PM2.5,Oakland,CA
821,94538,49,Good,2017-10-13 ,37.55,-122.03,OZONE,Fremont,CA
822,94538,152,Unhealthy,2017-10-13 ,37.55,-122.03,PM2.5,Fremont,CA
823,94027,58,Moderate,2017-10-15 ,37.48,-122.22,OZONE,Redwood City,CA
824,94027,40,Good,2017-10-15 ,37.48,-122.22,PM2.5,Redwood City,CA
825,95032,67,Moderate,2017-10-15 ,37.33,-121.9,OZONE,San Jose,CA
826,95032,40,Good,2017-10-15 ,37.33,-121.9,PM2.5,San Jose,CA
827,94571,64,Moderate,2017-10-09 ,38.2183,-121.77,PM2.5,Rio Vista,CA
828,94930,43,Good,2017-10-09 ,37.97,-122.52,OZONE,San Rafael,CA
829,94930,161,Unhealthy,2017-10-09 ,37.97,-122.52,PM2.5,San Rafael,CA
830,94601,42,Good,2017-10-10 ,37.8,-122.27,OZONE,Oakland,CA
831,94601,116,Unhealthy for Sensitive Groups,2017-10-10 ,37.8,-122.27,PM2.5,Oakland,CA
832,94571,98,Moderate,2017-10-11 ,38.2183,-121.77,PM2.5,Rio Vista,CA
833,94515,34,Good,2017-10-12 ,38.45,-122.7,OZONE,Santa Rosa,CA
834,94515,67,Moderate,2017-10-12 ,38.45,-122.7,PM2.5,Santa Rosa,CA
835,94574,43,Good,2017-10-13 ,38.45,-122.7,OZONE,Santa Rosa,CA
836,94574,96,Moderate,2017-10-13 ,38.45,-122.7,PM2.5,Santa Rosa,CA
837,95009,43,Good,2017-10-14 ,37.33,-121.9,OZONE,San Jose,CA
838,95009,84,Moderate,2017-10-14 ,37.33,-121.9,PM2.5,San Jose,CA
839,94582,74,Moderate,2017-10-15 ,37.68,-121.77,OZONE,Livermore,CA
840,94582,40,Good,2017-10-15 ,37.68,-121.77,PM2.5,Livermore,CA
841,94020,58,Moderate,2017-10-15 ,37.48,-122.22,OZONE,Redwood City,CA
842,94020,40,Good,2017-10-15 ,37.48,-122.22,PM2.5,Redwood City,CA
843,94915,43,Good,2017-10-09 ,37.97,-122.52,OZONE,San Rafael,CA
844,94915,161,Unhealthy,2017-10-09 ,37.97,-122.52,PM2.5,San Rafael,CA
845,94802,61,Moderate,2017-10-10 ,37.97,-122.52,OZONE,San Rafael,CA
846,94802,156,Unhealthy,2017-10-10 ,37.97,-122.52,PM2.5,San Rafael,CA
847,95155,61,Moderate,2017-10-13 ,37.33,-121.9,OZONE,San Jose,CA
848,95155,136,Unhealthy for Sensitive Groups,2017-10-13 ,37.33,-121.9,PM2.5,San Jose,CA
849,94567,43,Good,2017-10-14 ,38.45,-122.7,OZONE,Santa Rosa,CA
850,94567,64,Moderate,2017-10-14 ,38.45,-122.7,PM2.5,Santa Rosa,CA
851,94011,58,Moderate,2017-10-15 ,37.48,-122.22,OZONE,Redwood City,CA
852,94011,40,Good,2017-10-15 ,37.48,-122.22,PM2.5,Redwood City,CA
853,95052,67,Moderate,2017-10-15 ,37.33,-121.9,OZONE,San Jose,CA
854,95052,40,Good,2017-10-15 ,37.33,-121.9,PM2.5,San Jose,CA
855,95688,40,Good,2017-10-09 ,38.3525,-121.9617,OZONE,Vacaville,CA
856,95688,83,Moderate,2017-10-09 ,38.3525,-121.9617,PM2.5,Vacaville,CA
857,94589,71,Moderate,2017-10-10 ,38.25,-122.04,OZONE,Fairfield,CA
858,94589,160,Unhealthy,2017-10-10 ,38.25,-122.04,PM2.5,Fairfield,CA
859,95462,39,Good,2017-10-11 ,38.45,-122.7,OZONE,Santa Rosa,CA
860,95462,80,Moderate,2017-10-11 ,38.45,-122.7,PM2.5,Santa Rosa,CA
861,94539,48,Good,2017-10-12 ,37.55,-122.03,OZONE,Fremont,CA
862,94539,154,Unhealthy,2017-10-12 ,37.55,-122.03,PM2.5,Fremont,CA
863,95153,61,Moderate,2017-10-13 ,37.33,-121.9,OZONE,San Jose,CA
864,95153,136,Unhealthy for Sensitive Groups,2017-10-13 ,37.33,-121.9,PM2.5,San Jose,CA
865,94708,37,Good,2017-10-14 ,37.8,-122.27,OZONE,Oakland,CA
866,94708,84,Moderate,2017-10-14 ,37.8,-122.27,PM2.5,Oakland,CA
867,94933,43,Good,2017-10-15 ,37.97,-122.52,OZONE,San Rafael,CA
868,94933,41,Good,2017-10-15 ,37.97,-122.52,PM2.5,San Rafael,CA
869,94505,64,Moderate,2017-10-15 ,37.9699,-121.3067,OZONE,Stockton,CA
870,94505,72,Moderate,2017-10-15 ,37.9699,-121.3067,PM2.5,Stockton,CA
871,95430,40,Good,2017-10-09 ,38.45,-122.7,OZONE,Santa Rosa,CA
872,95430,152,Unhealthy,2017-10-09 ,38.45,-122.7,PM2.5,Santa Rosa,CA
873,95103,44,Good,2017-10-10 ,37.33,-121.9,OZONE,San Jose,CA
874,95103,57,Moderate,2017-10-10 ,37.33,-121.9,PM2.5,San Jose,CA
875,94402,47,Good,2017-10-12 ,37.48,-122.22,OZONE,Redwood City,CA
876,94402,154,Unhealthy,2017-10-12 ,37.48,-122.22,PM2.5,Redwood City,CA
877,94555,49,Good,2017-10-13 ,37.55,-122.03,OZONE,Fremont,CA
878,94555,152,Unhealthy,2017-10-13 ,37.55,-122.03,PM2.5,Fremont,CA
879,95101,43,Good,2017-10-14 ,37.33,-121.9,OZONE,San Jose,CA
880,95101,84,Moderate,2017-10-14 ,37.33,-121.9,PM2.5,San Jose,CA
881,94612,49,Good,2017-10-15 ,37.8,-122.27,OZONE,Oakland,CA
882,94612,53,Moderate,2017-10-15 ,37.8,-122.27,PM2.5,Oakland,CA
883,94579,71,Moderate,2017-10-15 ,37.55,-122.03,OZONE,Fremont,CA
884,94579,40,Good,2017-10-15 ,37.55,-122.03,PM2.5,Fremont,CA
885,94111,34,Good,2017-10-09 ,37.75,-122.43,OZONE,San Francisco,CA
886,94111,100,Moderate,2017-10-09 ,37.75,-122.43,PM2.5,San Francisco,CA
887,94027,35,Good,2017-10-10 ,37.48,-122.22,OZONE,Redwood City,CA
888,94610,31,Good,2017-10-11 ,37.8,-122.27,OZONE,Oakland,CA
889,94610,124,Unhealthy for Sensitive Groups,2017-10-11 ,37.8,-122.27,PM2.5,Oakland,CA
890,95151,67,Moderate,2017-10-12 ,37.33,-121.9,OZONE,San Jose,CA
891,95151,99,Moderate,2017-10-12 ,37.33,-121.9,PM2.5,San Jose,CA
892,95117,61,Moderate,2017-10-13 ,37.33,-121.9,OZONE,San Jose,CA
893,95117,136,Unhealthy for Sensitive Groups,2017-10-13 ,37.33,-121.9,PM2.5,San Jose,CA
894,94611,37,Good,2017-10-14 ,37.8,-122.27,OZONE,Oakland,CA
895,94611,84,Moderate,2017-10-14 ,37.8,-122.27,PM2.5,Oakland,CA
896,94927,49,Good,2017-10-15 ,38.45,-122.7,OZONE,Santa Rosa,CA
897,94927,67,Moderate,2017-10-15 ,38.45,-122.7,PM2.5,Santa Rosa,CA
898,94109,31,Good,2017-10-15 ,37.75,-122.43,OZONE,San Francisco,CA
899,94109,40,Good,2017-10-15 ,37.75,-122.43,PM2.5,San Francisco,CA
900,94535,44,Good,2017-10-09 ,38.25,-122.04,OZONE,Fairfield,CA
901,94535,97,Moderate,2017-10-09 ,38.25,-122.04,PM2.5,Fairfield,CA
902,94903,61,Moderate,2017-10-10 ,37.97,-122.52,OZONE,San Rafael,CA
903,94903,156,Unhealthy,2017-10-10 ,37.97,-122.52,PM2.5,San Rafael,CA
904,94115,20,Good,2017-10-11 ,37.75,-122.43,OZONE,San Francisco,CA
905,94115,78,Moderate,2017-10-11 ,37.75,-122.43,PM2.5,San Francisco,CA
906,94952,35,Good,2017-10-12 ,37.97,-122.52,OZONE,San Rafael,CA
907,94952,151,Unhealthy,2017-10-12 ,37.97,-122.52,PM2.5,San Rafael,CA
908,95492,43,Good,2017-10-13 ,38.45,-122.7,OZONE,Santa Rosa,CA
909,95492,96,Moderate,2017-10-13 ,38.45,-122.7,PM2.5,Santa Rosa,CA
910,94560,44,Good,2017-10-14 ,37.55,-122.03,OZONE,Fremont,CA
911,94560,78,Moderate,2017-10-14 ,37.55,-122.03,PM2.5,Fremont,CA
912,94577,49,Good,2017-10-15 ,37.8,-122.27,OZONE,Oakland,CA
913,94577,53,Moderate,2017-10-15 ,37.8,-122.27,PM2.5,Oakland,CA
914,94587,71,Moderate,2017-10-15 ,37.55,-122.03,OZONE,Fremont,CA
915,94587,40,Good,2017-10-15 ,37.55,-122.03,PM2.5,Fremont,CA
916,94070,40,Good,2017-10-09 ,37.48,-122.22,OZONE,Redwood City,CA
917,94948,61,Moderate,2017-10-10 ,37.97,-122.52,OZONE,San Rafael,CA
918,94948,156,Unhealthy,2017-10-10 ,37.97,-122.52,PM2.5,San Rafael,CA
919,95436,39,Good,2017-10-11 ,38.45,-122.7,OZONE,Santa Rosa,CA
920,95436,80,Moderate,2017-10-11 ,38.45,-122.7,PM2.5,Santa Rosa,CA
921,95439,34,Good,2017-10-12 ,38.45,-122.7,OZONE,Santa Rosa,CA
922,95439,67,Moderate,2017-10-12 ,38.45,-122.7,PM2.5,Santa Rosa,CA
923,94061,44,Good,2017-10-13 ,37.48,-122.22,OZONE,Redwood City,CA
924,94061,152,Unhealthy,2017-10-13 ,37.48,-122.22,PM2.5,Redwood City,CA
925,95110,43,Good,2017-10-14 ,37.33,-121.9,OZONE,San Jose,CA
926,95110,84,Moderate,2017-10-14 ,37.33,-121.9,PM2.5,San Jose,CA
927,94609,49,Good,2017-10-15 ,37.8,-122.27,OZONE,Oakland,CA
928,94609,53,Moderate,2017-10-15 ,37.8,-122.27,PM2.5,Oakland,CA
929,94965,43,Good,2017-10-15 ,37.97,-122.52,OZONE,San Rafael,CA
930,94965,41,Good,2017-10-15 ,37.97,-122.52,PM2.5,San Rafael,CA
931,95687,40,Good,2017-10-09 ,38.3525,-121.9617,OZONE,Vacaville,CA
932,95687,83,Moderate,2017-10-09 ,38.3525,-121.9617,PM2.5,Vacaville,CA
933,94516,42,Good,2017-10-10 ,37.8,-122.27,OZONE,Oakland,CA
934,94516,116,Unhealthy for Sensitive Groups,2017-10-10 ,37.8,-122.27,PM2.5,Oakland,CA
935,94505,35,Good,2017-10-11 ,37.9699,-121.3067,OZONE,Stockton,CA
936,94505,116,Unhealthy for Sensitive Groups,2017-10-11 ,37.9699,-121.3067,PM2.5,Stockton,CA
937,94546,48,Good,2017-10-12 ,37.55,-122.03,OZONE,Fremont,CA
938,94546,154,Unhealthy,2017-10-12 ,37.55,-122.03,PM2.5,Fremont,CA
939,95441,43,Good,2017-10-14 ,38.45,-122.7,OZONE,Santa Rosa,CA
